Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
40-44 ani, Total, Total, Buzau, Anul 2019, Numar persoane, 31223
40-44 ani, Total, Total, Buzau, Anul 2020, Numar persoane, 30367
40-44 ani, Total, Total, Buzau, Anul 2021, Numar persoane, 29601
40-44 ani, Total, Total, Buzau, Anul 2022, Numar persoane, 29032
40-44 ani, Total, Total, Buzau, Anul 2023, Numar persoane, 27588
40-44 ani, Total, Total, Constanta, Anul 2012, Numar persoane, 61949
40-44 ani, Total, Total, Constanta, Anul 2013, Numar persoane, 57316
40-44 ani, Total, Total, Constanta, Anul 2014, Numar persoane, 52828
40-44 ani, Total, Total, Constanta, Anul 2015, Numar persoane, 52047
40-44 ani, Total, Total, Constanta, Anul 2016, Numar persoane, 52099
40-44 ani, Total, Total, Constanta, Anul 2017, Numar persoane, 52549
40-44 ani, Total, Total, Constanta, Anul 2018, Numar persoane, 53999
40-44 ani, Total, Total, Constanta, Anul 2019, Numar persoane, 55426
40-44 ani, Total, Total, Constanta, Anul 2020, Numar persoane, 54988
40-44 ani, Total, Total, Constanta, Anul 2021, Numar persoane, 54163
40-44 ani, Total, Total, Constanta, Anul 2022, Numar persoane, 51292
40-44 ani, Total, Total, Constanta, Anul 2023, Numar persoane, 49695
40-44 ani, Total, Total, Galati, Anul 2012, Numar persoane, 49164
40-44 ani, Total, Total, Galati, Anul 2013, Numar persoane, 45991
40-44 ani, Total, Total, Galati, Anul 2014, Numar persoane, 42949
40-44 ani, Total, Total, Galati, Anul 2015, Numar persoane, 42075
40-44 ani, Total, Total, Galati, Anul 2016, Numar persoane, 41355
40-44 ani, Total, Total, Galati, Anul 2017, Numar persoane, 41027
40-44 ani, Total, Total, Galati, Anul 2018, Numar persoane, 41323
40-44 ani, Total, Total, Galati, Anul 2019, Numar persoane, 41109
40-44 ani, Total, Total, Galati, Anul 2020, Numar persoane, 40092
40-44 ani, Total, Total, Galati, Anul 2021, Numar persoane, 38795
40-44 ani, Total, Total, Galati, Anul 2022, Numar persoane, 37869
40-44 ani, Total, Total, Galati, Anul 2023, Numar persoane, 35514
40-44 ani, Total, Total, Tulcea, Anul 2012, Numar persoane, 18641
40-44 ani, Total, Total, Tulcea, Anul 2013, Numar persoane, 17756
40-44 ani, Total, Total, Tulcea, Anul 2014, Numar persoane, 16520
40-44 ani, Total, Total, Tulcea, Anul 2015, Numar persoane, 16014
40-44 ani, Total, Total, Tulcea, Anul 2016, Numar persoane, 15785
40-44 ani, Total, Total, Tulcea, Anul 2017, Numar persoane, 15603
40-44 ani, Total, Total, Tulcea, Anul 2018, Numar persoane, 15664
40-44 ani, Total, Total, Tulcea, Anul 2019, Numar persoane, 15617
40-44 ani, Total, Total, Tulcea, Anul 2020, Numar persoane, 15237
40-44 ani, Total, Total, Tulcea, Anul 2021, Numar persoane, 14787
40-44 ani, Total, Total, Tulcea, Anul 2022, Numar persoane, 14241
40-44 ani, Total, Total, Tulcea, Anul 2023, Numar persoane, 13502
40-44 ani, Total, Total, Vrancea, Anul 2012, Numar persoane, 28452
40-44 ani, Total, Total, Vrancea, Anul 2013, Numar persoane, 26891
40-44 ani, Total, Total, Vrancea, Anul 2014, Numar persoane, 25261
40-44 ani, Total, Total, Vrancea, Anul 2015, Numar persoane, 24425
40-44 ani, Total, Total, Vrancea, Anul 2016, Numar persoane, 24013
40-44 ani, Total, Total, Vrancea, Anul 2017, Numar persoane, 23612
40-44 ani, Total, Total, Vrancea, Anul 2018, Numar persoane, 23616
40-44 ani, Total, Total, Vrancea, Anul 2019, Numar persoane, 23303
40-44 ani, Total, Total, Vrancea, Anul 2020, Numar persoane, 22764
40-44 ani, Total, Total, Vrancea, Anul 2021, Numar persoane, 22079
40-44 ani, Total, Total, Vrancea, Anul 2022, Numar persoane, 24190
40-44 ani, Total, Total, Vrancea, Anul 2023, Numar persoane, 23093
40-44 ani, Total, Total, Arges, Anul 2012, Numar persoane, 58559
40-44 ani, Total, Total, Arges, Anul 2013, Numar persoane, 54697
40-44 ani, Total, Total, Arges, Anul 2014, Numar persoane, 51405
40-44 ani, Total, Total, Arges, Anul 2015, Numar persoane, 50377
40-44 ani, Total, Total, Arges, Anul 2016, Numar persoane, 49837
40-44 ani, Total, Total, Arges, Anul 2017, Numar persoane, 49479
40-44 ani, Total, Total, Arges, Anul 2018, Numar persoane, 49351
40-44 ani, Total, Total, Arges, Anul 2019, Numar persoane, 48901
40-44 ani, Total, Total, Arges, Anul 2020, Numar persoane, 47689
40-44 ani, Total, Total, Arges, Anul 2021, Numar persoane, 45982
40-44 ani, Total, Total, Arges, Anul 2022, Numar persoane, 44463
40-44 ani, Total, Total, Arges, Anul 2023, Numar persoane, 42412
40-44 ani, Total, Total, Calarasi, Anul 2012, Numar persoane, 28238
40-44 ani, Total, Total, Calarasi, Anul 2013, Numar persoane, 26233
40-44 ani, Total, Total, Calarasi, Anul 2014, Numar persoane, 23919
40-44 ani, Total, Total, Calarasi, Anul 2015, Numar persoane, 23099
40-44 ani, Total, Total, Calarasi, Anul 2016, Numar persoane, 22409
40-44 ani, Total, Total, Calarasi, Anul 2017, Numar persoane, 22031
40-44 ani, Total, Total, Calarasi, Anul 2018, Numar persoane, 21973
40-44 ani, Total, Total, Calarasi, Anul 2019, Numar persoane, 21981
40-44 ani, Total, Total, Calarasi, Anul 2020, Numar persoane, 21129
40-44 ani, Total, Total, Calarasi, Anul 2021, Numar persoane, 20300
40-44 ani, Total, Total, Calarasi, Anul 2022, Numar persoane, 19799
40-44 ani, Total, Total, Calarasi, Anul 2023, Numar persoane, 18626
40-44 ani, Total, Total, Dambovita, Anul 2012, Numar persoane, 46434
40-44 ani, Total, Total, Dambovita, Anul 2013, Numar persoane, 42619
40-44 ani, Total, Total, Dambovita, Anul 2014, Numar persoane, 39766
40-44 ani, Total, Total, Dambovita, Anul 2015, Numar persoane, 39225
40-44 ani, Total, Total, Dambovita, Anul 2016, Numar persoane, 39447
40-44 ani, Total, Total, Dambovita, Anul 2017, Numar persoane, 40088
40-44 ani, Total, Total, Dambovita, Anul 2018, Numar persoane, 40780
40-44 ani, Total, Total, Dambovita, Anul 2019, Numar persoane, 41332
40-44 ani, Total, Total, Dambovita, Anul 2020, Numar persoane, 40390
40-44 ani, Total, Total, Dambovita, Anul 2021, Numar persoane, 39241
40-44 ani, Total, Total, Dambovita, Anul 2022, Numar persoane, 36642
40-44 ani, Total, Total, Dambovita, Anul 2023, Numar persoane, 34935
40-44 ani, Total, Total, Giurgiu, Anul 2012, Numar persoane, 24943
40-44 ani, Total, Total, Giurgiu, Anul 2013, Numar persoane, 22987
40-44 ani, Total, Total, Giurgiu, Anul 2014, Numar persoane, 21223
40-44 ani, Total, Total, Giurgiu, Anul 2015, Numar persoane, 20954
40-44 ani, Total, Total, Giurgiu, Anul 2016, Numar persoane, 20649
40-44 ani, Total, Total, Giurgiu, Anul 2017, Numar persoane, 20690
40-44 ani, Total, Total, Giurgiu, Anul 2018, Numar persoane, 20796
40-44 ani, Total, Total, Giurgiu, Anul 2019, Numar persoane, 20835
40-44 ani, Total, Total, Giurgiu, Anul 2020, Numar persoane, 20342
40-44 ani, Total, Total, Giurgiu, Anul 2021, Numar persoane, 19930
40-44 ani, Total, Total, Giurgiu, Anul 2022, Numar persoane, 18846
40-44 ani, Total, Total, Giurgiu, Anul 2023, Numar persoane, 17833
40-44 ani, Total, Total, Ialomita, Anul 2012, Numar persoane, 25702
40-44 ani, Total, Total, Ialomita, Anul 2013, Numar persoane, 24236
40-44 ani, Total, Total, Ialomita, Anul 2014, Numar persoane, 22325
40-44 ani, Total, Total, Ialomita, Anul 2015, Numar persoane, 21434
40-44 ani, Total, Total, Ialomita, Anul 2016, Numar persoane, 20889
40-44 ani, Total, Total, Ialomita, Anul 2017, Numar persoane, 20340
40-44 ani, Total, Total, Ialomita, Anul 2018, Numar persoane, 20213
40-44 ani, Total, Total, Ialomita, Anul 2019, Numar persoane, 20244
40-44 ani, Total, Total, Ialomita, Anul 2020, Numar persoane, 19468
40-44 ani, Total, Total, Ialomita, Anul 2021, Numar persoane, 18671
40-44 ani, Total, Total, Ialomita, Anul 2022, Numar persoane, 17331
40-44 ani, Total, Total, Ialomita, Anul 2023, Numar persoane, 15986
40-44 ani, Total, Total, Prahova, Anul 2012, Numar persoane, 75286
40-44 ani, Total, Total, Prahova, Anul 2013, Numar persoane, 69145
40-44 ani, Total, Total, Prahova, Anul 2014, Numar persoane, 63506
40-44 ani, Total, Total, Prahova, Anul 2015, Numar persoane, 61040
40-44 ani, Total, Total, Prahova, Anul 2016, Numar persoane, 59189
40-44 ani, Total, Total, Prahova, Anul 2017, Numar persoane, 57551
40-44 ani, Total, Total, Prahova, Anul 2018, Numar persoane, 56874
40-44 ani, Total, Total, Prahova, Anul 2019, Numar persoane, 56600
40-44 ani, Total, Total, Prahova, Anul 2020, Numar persoane, 55726
40-44 ani, Total, Total, Prahova, Anul 2021, Numar persoane, 54471
40-44 ani, Total, Total, Prahova, Anul 2022, Numar persoane, 51950
40-44 ani, Total, Total, Prahova, Anul 2023, Numar persoane, 49343
40-44 ani, Total, Total, Teleorman, Anul 2012, Numar persoane, 31580
40-44 ani, Total, Total, Teleorman, Anul 2013, Numar persoane, 29382
40-44 ani, Total, Total, Teleorman, Anul 2014, Numar persoane, 27056
40-44 ani, Total, Total, Teleorman, Anul 2015, Numar persoane, 26527
40-44 ani, Total, Total, Teleorman, Anul 2016, Numar persoane, 26008
40-44 ani, Total, Total, Teleorman, Anul 2017, Numar persoane, 25651
40-44 ani, Total, Total, Teleorman, Anul 2018, Numar persoane, 25220
40-44 ani, Total, Total, Teleorman, Anul 2019, Numar persoane, 24679
40-44 ani, Total, Total, Teleorman, Anul 2020, Numar persoane, 23549
40-44 ani, Total, Total, Teleorman, Anul 2021, Numar persoane, 22381
40-44 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 21729
40-44 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 20167
40-44 ani, Total, Total, Ilfov, Anul 2012, Numar persoane, 38702
40-44 ani, Total, Total, Ilfov, Anul 2013, Numar persoane, 37066
40-44 ani, Total, Total, Ilfov, Anul 2014, Numar persoane, 34989
40-44 ani, Total, Total, Ilfov, Anul 2015, Numar persoane, 36119
40-44 ani, Total, Total, Ilfov, Anul 2016, Numar persoane, 38068
40-44 ani, Total, Total, Ilfov, Anul 2017, Numar persoane, 40923
40-44 ani, Total, Total, Ilfov, Anul 2018, Numar persoane, 44247
40-44 ani, Total, Total, Ilfov, Anul 2019, Numar persoane, 47840
40-44 ani, Total, Total, Ilfov, Anul 2020, Numar persoane, 48733
40-44 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 51246
40-44 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 53375
40-44 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 53901
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 171850
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 152409
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 136435
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 135022
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 138411
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 145250
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2018, Numar persoane, 155534
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2019, Numar persoane, 165037
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2020, Numar persoane, 168951
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 170788
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 150859
40-44 ani, Total, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 145689
40-44 ani, Total, Total, Dolj, Anul 2012, Numar persoane, 56214
40-44 ani, Total, Total, Dolj, Anul 2013, Numar persoane, 52320
40-44 ani, Total, Total, Dolj, Anul 2014, Numar persoane, 48684
40-44 ani, Total, Total, Dolj, Anul 2015, Numar persoane, 48122
40-44 ani, Total, Total, Dolj, Anul 2016, Numar persoane, 48158
40-44 ani, Total, Total, Dolj, Anul 2017, Numar persoane, 48237
40-44 ani, Total, Total, Dolj, Anul 2018, Numar persoane, 48877
40-44 ani, Total, Total, Dolj, Anul 2019, Numar persoane, 49200
40-44 ani, Total, Total, Dolj, Anul 2020, Numar persoane, 48753
40-44 ani, Total, Total, Dolj, Anul 2021, Numar persoane, 48215
40-44 ani, Total, Total, Dolj, Anul 2022, Numar persoane, 44634
40-44 ani, Total, Total, Dolj, Anul 2023, Numar persoane, 43100
40-44 ani, Total, Total, Gorj, Anul 2012, Numar persoane, 34261
40-44 ani, Total, Total, Gorj, Anul 2013, Numar persoane, 31755
40-44 ani, Total, Total, Gorj, Anul 2014, Numar persoane, 29443
40-44 ani, Total, Total, Gorj, Anul 2015, Numar persoane, 28034
40-44 ani, Total, Total, Gorj, Anul 2016, Numar persoane, 27174
40-44 ani, Total, Total, Gorj, Anul 2017, Numar persoane, 26468
40-44 ani, Total, Total, Gorj, Anul 2018, Numar persoane, 26233
40-44 ani, Total, Total, Gorj, Anul 2019, Numar persoane, 26042
40-44 ani, Total, Total, Gorj, Anul 2020, Numar persoane, 25397
40-44 ani, Total, Total, Gorj, Anul 2021, Numar persoane, 24624
40-44 ani, Total, Total, Gorj, Anul 2022, Numar persoane, 24136
40-44 ani, Total, Total, Gorj, Anul 2023, Numar persoane, 23176
40-44 ani, Total, Total, Mehedinti, Anul 2012, Numar persoane, 24059
40-44 ani, Total, Total, Mehedinti, Anul 2013, Numar persoane, 22627
40-44 ani, Total, Total, Mehedinti, Anul 2014, Numar persoane, 20987
40-44 ani, Total, Total, Mehedinti, Anul 2015, Numar persoane, 20344
40-44 ani, Total, Total, Mehedinti, Anul 2016, Numar persoane, 20177
40-44 ani, Total, Total, Mehedinti, Anul 2017, Numar persoane, 19844
40-44 ani, Total, Total, Mehedinti, Anul 2018, Numar persoane, 19785
40-44 ani, Total, Total, Mehedinti, Anul 2019, Numar persoane, 19620
40-44 ani, Total, Total, Mehedinti, Anul 2020, Numar persoane, 19101
40-44 ani, Total, Total, Mehedinti, Anul 2021, Numar persoane, 18344
40-44 ani, Total, Total, Mehedinti, Anul 2022, Numar persoane, 16937
40-44 ani, Total, Total, Mehedinti, Anul 2023, Numar persoane, 15913
40-44 ani, Total, Total, Olt, Anul 2012, Numar persoane, 38811
40-44 ani, Total, Total, Olt, Anul 2013, Numar persoane, 36498
40-44 ani, Total, Total, Olt, Anul 2014, Numar persoane, 33993
40-44 ani, Total, Total, Olt, Anul 2015, Numar persoane, 33113
40-44 ani, Total, Total, Olt, Anul 2016, Numar persoane, 32685
40-44 ani, Total, Total, Olt, Anul 2017, Numar persoane, 32375
40-44 ani, Total, Total, Olt, Anul 2018, Numar persoane, 32051
40-44 ani, Total, Total, Olt, Anul 2019, Numar persoane, 31677
40-44 ani, Total, Total, Olt, Anul 2020, Numar persoane, 30458
40-44 ani, Total, Total, Olt, Anul 2021, Numar persoane, 28925
40-44 ani, Total, Total, Olt, Anul 2022, Numar persoane, 27839
40-44 ani, Total, Total, Olt, Anul 2023, Numar persoane, 26205
40-44 ani, Total, Total, Valcea, Anul 2012, Numar persoane, 34016
40-44 ani, Total, Total, Valcea, Anul 2013, Numar persoane, 31699
40-44 ani, Total, Total, Valcea, Anul 2014, Numar persoane, 29588
40-44 ani, Total, Total, Valcea, Anul 2015, Numar persoane, 28441
40-44 ani, Total, Total, Valcea, Anul 2016, Numar persoane, 27742
40-44 ani, Total, Total, Valcea, Anul 2017, Numar persoane, 27153
40-44 ani, Total, Total, Valcea, Anul 2018, Numar persoane, 26865
40-44 ani, Total, Total, Valcea, Anul 2019, Numar persoane, 26518
40-44 ani, Total, Total, Valcea, Anul 2020, Numar persoane, 25811
40-44 ani, Total, Total, Valcea, Anul 2021, Numar persoane, 24954
40-44 ani, Total, Total, Valcea, Anul 2022, Numar persoane, 24543
40-44 ani, Total, Total, Valcea, Anul 2023, Numar persoane, 23240
40-44 ani, Total, Total, Arad, Anul 2012, Numar persoane, 38397
40-44 ani, Total, Total, Arad, Anul 2013, Numar persoane, 36692
40-44 ani, Total, Total, Arad, Anul 2014, Numar persoane, 34532
40-44 ani, Total, Total, Arad, Anul 2015, Numar persoane, 33832
40-44 ani, Total, Total, Arad, Anul 2016, Numar persoane, 33653
40-44 ani, Total, Total, Arad, Anul 2017, Numar persoane, 33693
40-44 ani, Total, Total, Arad, Anul 2018, Numar persoane, 34253
40-44 ani, Total, Total, Arad, Anul 2019, Numar persoane, 34414
40-44 ani, Total, Total, Arad, Anul 2020, Numar persoane, 33557
40-44 ani, Total, Total, Arad, Anul 2021, Numar persoane, 32523
40-44 ani, Total, Total, Arad, Anul 2022, Numar persoane, 30953
40-44 ani, Total, Total, Arad, Anul 2023, Numar persoane, 29767
40-44 ani, Total, Total, Caras-Severin, Anul 2012, Numar persoane, 24870
40-44 ani, Total, Total, Caras-Severin, Anul 2013, Numar persoane, 23167
40-44 ani, Total, Total, Caras-Severin, Anul 2014, Numar persoane, 21765
40-44 ani, Total, Total, Caras-Severin, Anul 2015, Numar persoane, 21318
40-44 ani, Total, Total, Caras-Severin, Anul 2016, Numar persoane, 20973
40-44 ani, Total, Total, Caras-Severin, Anul 2017, Numar persoane, 20744
40-44 ani, Total, Total, Caras-Severin, Anul 2018, Numar persoane, 20986
40-44 ani, Total, Total, Caras-Severin, Anul 2019, Numar persoane, 20633
40-44 ani, Total, Total, Caras-Severin, Anul 2020, Numar persoane, 20120
40-44 ani, Total, Total, Caras-Severin, Anul 2021, Numar persoane, 19735
40-44 ani, Total, Total, Caras-Severin, Anul 2022, Numar persoane, 16775
40-44 ani, Total, Total, Caras-Severin, Anul 2023, Numar persoane, 15949
40-44 ani, Total, Total, Hunedoara, Anul 2012, Numar persoane, 41940
40-44 ani, Total, Total, Hunedoara, Anul 2013, Numar persoane, 38966
40-44 ani, Total, Total, Hunedoara, Anul 2014, Numar persoane, 35822
40-44 ani, Total, Total, Hunedoara, Anul 2015, Numar persoane, 34219
40-44 ani, Total, Total, Hunedoara, Anul 2016, Numar persoane, 32551
40-44 ani, Total, Total, Hunedoara, Anul 2017, Numar persoane, 31244
40-44 ani, Total, Total, Hunedoara, Anul 2018, Numar persoane, 30350
40-44 ani, Total, Total, Hunedoara, Anul 2019, Numar persoane, 29652
40-44 ani, Total, Total, Hunedoara, Anul 2020, Numar persoane, 28502
40-44 ani, Total, Total, Hunedoara, Anul 2021, Numar persoane, 27449
40-44 ani, Total, Total, Hunedoara, Anul 2022, Numar persoane, 24799
40-44 ani, Total, Total, Hunedoara, Anul 2023, Numar persoane, 23419
40-44 ani, Total, Total, Timis, Anul 2012, Numar persoane, 59015
40-44 ani, Total, Total, Timis, Anul 2013, Numar persoane, 55871
40-44 ani, Total, Total, Timis, Anul 2014, Numar persoane, 52922
40-44 ani, Total, Total, Timis, Anul 2015, Numar persoane, 52061
40-44 ani, Total, Total, Timis, Anul 2016, Numar persoane, 51992
40-44 ani, Total, Total, Timis, Anul 2017, Numar persoane, 52526
40-44 ani, Total, Total, Timis, Anul 2018, Numar persoane, 54478
40-44 ani, Total, Total, Timis, Anul 2019, Numar persoane, 55984
40-44 ani, Total, Total, Timis, Anul 2020, Numar persoane, 56461
40-44 ani, Total, Total, Timis, Anul 2021, Numar persoane, 57181
40-44 ani, Total, Total, Timis, Anul 2022, Numar persoane, 51210
40-44 ani, Total, Total, Timis, Anul 2023, Numar persoane, 50713
45-49 ani, Total, Total, Bihor, Anul 2012, Numar persoane, 31214
45-49 ani, Total, Total, Bihor, Anul 2013, Numar persoane, 34684
45-49 ani, Total, Total, Bihor, Anul 2014, Numar persoane, 38944
45-49 ani, Total, Total, Bihor, Anul 2015, Numar persoane, 42124
45-49 ani, Total, Total, Bihor, Anul 2016, Numar persoane, 44767
45-49 ani, Total, Total, Bihor, Anul 2017, Numar persoane, 47251
45-49 ani, Total, Total, Bihor, Anul 2018, Numar persoane, 45945
45-49 ani, Total, Total, Bihor, Anul 2019, Numar persoane, 43860
45-49 ani, Total, Total, Bihor, Anul 2020, Numar persoane, 43798
45-49 ani, Total, Total, Bihor, Anul 2021, Numar persoane, 43658
45-49 ani, Total, Total, Bihor, Anul 2022, Numar persoane, 43122
45-49 ani, Total, Total, Bihor, Anul 2023, Numar persoane, 43534
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 17413
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 18607
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 19697
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 20644
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 21624
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 22164
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2018, Numar persoane, 21542
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2019, Numar persoane, 20961
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2020, Numar persoane, 20777
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 20466
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 22292
45-49 ani, Total, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 22553
45-49 ani, Total, Total, Cluj, Anul 2012, Numar persoane, 37166
45-49 ani, Total, Total, Cluj, Anul 2013, Numar persoane, 41281
45-49 ani, Total, Total, Cluj, Anul 2014, Numar persoane, 45294
45-49 ani, Total, Total, Cluj, Anul 2015, Numar persoane, 48789
45-49 ani, Total, Total, Cluj, Anul 2016, Numar persoane, 51883
45-49 ani, Total, Total, Cluj, Anul 2017, Numar persoane, 53965
45-49 ani, Total, Total, Cluj, Anul 2018, Numar persoane, 51902
45-49 ani, Total, Total, Cluj, Anul 2019, Numar persoane, 49872
45-49 ani, Total, Total, Cluj, Anul 2020, Numar persoane, 49665
45-49 ani, Total, Total, Cluj, Anul 2021, Numar persoane, 49846
45-49 ani, Total, Total, Cluj, Anul 2022, Numar persoane, 49372
45-49 ani, Total, Total, Cluj, Anul 2023, Numar persoane, 50811
45-49 ani, Total, Total, Maramures, Anul 2012, Numar persoane, 29115
45-49 ani, Total, Total, Maramures, Anul 2013, Numar persoane, 31300
45-49 ani, Total, Total, Maramures, Anul 2014, Numar persoane, 33572
45-49 ani, Total, Total, Maramures, Anul 2015, Numar persoane, 35020
45-49 ani, Total, Total, Maramures, Anul 2016, Numar persoane, 36519
45-49 ani, Total, Total, Maramures, Anul 2017, Numar persoane, 37653
45-49 ani, Total, Total, Maramures, Anul 2018, Numar persoane, 36541
45-49 ani, Total, Total, Maramures, Anul 2019, Numar persoane, 35277
45-49 ani, Total, Total, Maramures, Anul 2020, Numar persoane, 35235
45-49 ani, Total, Total, Maramures, Anul 2021, Numar persoane, 35230
45-49 ani, Total, Total, Maramures, Anul 2022, Numar persoane, 35155
45-49 ani, Total, Total, Maramures, Anul 2023, Numar persoane, 35768
45-49 ani, Total, Total, Satu Mare, Anul 2012, Numar persoane, 20649
45-49 ani, Total, Total, Satu Mare, Anul 2013, Numar persoane, 22213
45-49 ani, Total, Total, Satu Mare, Anul 2014, Numar persoane, 23936
45-49 ani, Total, Total, Satu Mare, Anul 2015, Numar persoane, 25373
45-49 ani, Total, Total, Satu Mare, Anul 2016, Numar persoane, 26869
45-49 ani, Total, Total, Satu Mare, Anul 2017, Numar persoane, 28047
45-49 ani, Total, Total, Satu Mare, Anul 2018, Numar persoane, 27581
45-49 ani, Total, Total, Satu Mare, Anul 2019, Numar persoane, 26879
45-49 ani, Total, Total, Satu Mare, Anul 2020, Numar persoane, 26692
45-49 ani, Total, Total, Satu Mare, Anul 2021, Numar persoane, 26730
45-49 ani, Total, Total, Satu Mare, Anul 2022, Numar persoane, 26831
45-49 ani, Total, Total, Satu Mare, Anul 2023, Numar persoane, 27215
45-49 ani, Total, Total, Salaj, Anul 2012, Numar persoane, 13512
45-49 ani, Total, Total, Salaj, Anul 2013, Numar persoane, 14448
45-49 ani, Total, Total, Salaj, Anul 2014, Numar persoane, 15652
45-49 ani, Total, Total, Salaj, Anul 2015, Numar persoane, 16552
45-49 ani, Total, Total, Salaj, Anul 2016, Numar persoane, 17416
45-49 ani, Total, Total, Salaj, Anul 2017, Numar persoane, 18080
45-49 ani, Total, Total, Salaj, Anul 2018, Numar persoane, 17645
45-49 ani, Total, Total, Salaj, Anul 2019, Numar persoane, 16852
45-49 ani, Total, Total, Salaj, Anul 2020, Numar persoane, 16609
45-49 ani, Total, Total, Salaj, Anul 2021, Numar persoane, 16166
45-49 ani, Total, Total, Salaj, Anul 2022, Numar persoane, 16201
45-49 ani, Total, Total, Salaj, Anul 2023, Numar persoane, 16041
45-49 ani, Total, Total, Alba, Anul 2012, Numar persoane, 20623
45-49 ani, Total, Total, Alba, Anul 2013, Numar persoane, 22281
45-49 ani, Total, Total, Alba, Anul 2014, Numar persoane, 24011
45-49 ani, Total, Total, Alba, Anul 2015, Numar persoane, 25380
45-49 ani, Total, Total, Alba, Anul 2016, Numar persoane, 26799
45-49 ani, Total, Total, Alba, Anul 2017, Numar persoane, 27877
45-49 ani, Total, Total, Alba, Anul 2018, Numar persoane, 26960
45-49 ani, Total, Total, Alba, Anul 2019, Numar persoane, 25689
45-49 ani, Total, Total, Alba, Anul 2020, Numar persoane, 25557
45-49 ani, Total, Total, Alba, Anul 2021, Numar persoane, 25255
45-49 ani, Total, Total, Alba, Anul 2022, Numar persoane, 25582
45-49 ani, Total, Total, Alba, Anul 2023, Numar persoane, 25458
45-49 ani, Total, Total, Brasov, Anul 2012, Numar persoane, 29292
45-49 ani, Total, Total, Brasov, Anul 2013, Numar persoane, 33130
45-49 ani, Total, Total, Brasov, Anul 2014, Numar persoane, 36698
45-49 ani, Total, Total, Brasov, Anul 2015, Numar persoane, 39488
45-49 ani, Total, Total, Brasov, Anul 2016, Numar persoane, 41871
45-49 ani, Total, Total, Brasov, Anul 2017, Numar persoane, 43692
45-49 ani, Total, Total, Brasov, Anul 2018, Numar persoane, 40822
45-49 ani, Total, Total, Brasov, Anul 2019, Numar persoane, 38197
45-49 ani, Total, Total, Brasov, Anul 2020, Numar persoane, 37667
45-49 ani, Total, Total, Brasov, Anul 2021, Numar persoane, 38100
45-49 ani, Total, Total, Brasov, Anul 2022, Numar persoane, 37819
45-49 ani, Total, Total, Brasov, Anul 2023, Numar persoane, 39432
45-49 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 10885
45-49 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 12125
45-49 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 13582
45-49 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 15152
45-49 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 16603
45-49 ani, Total, Total, Covasna, Anul 2017, Numar persoane, 17623
45-49 ani, Total, Total, Covasna, Anul 2018, Numar persoane, 17087
45-49 ani, Total, Total, Covasna, Anul 2019, Numar persoane, 16482
45-49 ani, Total, Total, Covasna, Anul 2020, Numar persoane, 16090
45-49 ani, Total, Total, Covasna, Anul 2021, Numar persoane, 15773
45-49 ani, Total, Total, Covasna, Anul 2022, Numar persoane, 15454
45-49 ani, Total, Total, Covasna, Anul 2023, Numar persoane, 15645
45-49 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 16934
